file,duration,n_events
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/03/1a/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000087.root,2.994802962988615,3477
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/01/18/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000552.root,3.2733411559602246,3524
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/03/be/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000974.root,2.9100391179090366,3556
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/04/6d/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000547.root,2.786817310960032,3520
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/04/fc/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00002561.root,2.857801193022169,3573
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/05/0a/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000284.root,2.78939948300831,3631
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/05/90/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000323.root,2.8382570890244097,3512
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/06/89/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000123.root,3.083791925921105,3516
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/06/cb/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000529.root,2.974925576010719,3498
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/07/11/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000797.root,2.8791807260131463,3496
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/07/31/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00001883.root,2.819737137062475,3544
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/07/39/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00002047.root,2.782307800021954,3561
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/08/f7/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00002266.root,2.77869477099739,3527
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/08/de/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000016.root,3.00643544702325,3521
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/09/87/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00000393.root,2.8348720220383257,3511
/pnfs/mu2e/persistent/datasets/phy-nts/nts/mu2e/ensembleMDS3aMix1BBTriggered/MDC2025-001/root/0a/64/nts.mu2e.ensembleMDS3aMix1BBTriggered.MDC2025-001.001430_00001940.root,2.9351889609824866,3609
